"name";"parent_area";"admin_title";"admin_level_id";"building_count";"population_total";"population_males";"population_females";"population_age_average_age";"population_age_males_0to9";"population_age_males_10to19";"population_age_males_20to29";"population_age_males_30to39";"population_age_males_40to49";"population_age_males_50to59";"population_age_males_60to69";"population_age_males_70to79";"population_age_males_over80";"population_age_females_0to9";"population_age_females_10to19";"population_age_females_20to29";"population_age_females_30to39";"population_age_females_40to49";"population_age_females_50to59";"population_age_females_60to69";"population_age_females_70to79";"population_age_females_over80";"race_white";"race_black";"race_indian";"race_asian";"race_hawaiian";"race_other";"race_two_or_more";"marital_never_married";"marital_now_married";"marital_separated";"marital_widowed";"marital_divorced";"unemployment_rate";"mean_annual_earnings_total";"mean_annual_earnings_male";"mean_annual_earnings_female";"nationality_us_citizen_born_in_us";"nationality_us_citizen_born_in_islands";"nationality_us_citizen_born_in_abroad";"nationality_us_citizen_naturalization";"nationality_not_us_citizen";"household_units";"household_1_person";"household_2_persons";"household_3_persons";"household_4_persons";"household_5_persons";"household_6_persons";"household_7_or_more_persons";"language_only_english";"language_spanish";"language_indoeuropean";"language_asian";"language_other";"crimes_1000capita_burglary";"crimes_1000capita_felonyassault";"crimes_1000capita_grandlarceny";"crimes_1000capita_grandlarcenyofmotorvehicle";"crimes_1000capita_murder";"crimes_1000capita_rape";"crimes_1000capita_robbery";"education_noschoolcompleted";"education_nurseryschool";"education_kindergarten";"education_1st_grade";"education_2nd_grade";"education_3rd_grade";"education_4th_grade";"education_5th_grade";"education_6th_grade";"education_7th_grade";"education_8th_grade";"education_9th_grade";"education_10th_grade";"education_11th_grade";"education_12th_grade_nodiploma";"education_highschool_diploma";"education_ged_or_alt_cred";"education_college_less1year";"education_college_no_degree";"education_associate_degree";"education_bachelor_degree";"education_master_degree";"education_professionalschool_degree";"education_doctorate_degree";"poverty_below_level";"poverty_below_level_percent";"houseage_1939_and_earlier";"houseage_1940_to_1949";"houseage_1950_to_1959";"houseage_1960_to_1969";"houseage_1970_to_1979";"houseage_1980_to_1989";"houseage_1990_to_1999";"houseage_2000_to_2009";"houseage_2010_and_later";"rent_no_cach_rent";"rent_grossusd_100_or_less";"rent_grossusd_100_to_149";"rent_grossusd_150_to_199";"rent_grossusd_200_to_249";"rent_grossusd_250_to_299";"rent_grossusd_300_to_349";"rent_grossusd_350_to_399";"rent_grossusd_400_to_449";"rent_grossusd_450_to_499";"rent_grossusd_500_to_549";"rent_grossusd_550_to_599";"rent_grossusd_600_to_649";"rent_grossusd_650_to_699";"rent_grossusd_700_to_749";"rent_grossusd_750_to_799";"rent_grossusd_800_to_899";"rent_grossusd_900_to_999";"rent_grossusd_1000_to_1249";"rent_grossusd_1259_to_1549";"rent_grossusd_1550_to_1999";"rent_grossusd_2000_or_more";"housingunitcost_10000_or_less";"housingunitcost_10000_to_14999";"housingunitcost_15000_to_19999";"housingunitcost_20000_to_24999";"housingunitcost_25000_to_29999";"housingunitcost_30000_to_34999";"housingunitcost_35000_to_39999";"housingunitcost_40000_to_49999";"housingunitcost_50000_to_59999";"housingunitcost_60000_to_69999";"housingunitcost_70000_to_79999";"housingunitcost_80000_to_89999";"housingunitcost_90000_to_99999";"housingunitcost_100000_to_124999";"housingunitcost_125000_to_149999";"housingunitcost_150000_to_174999";"housingunitcost_175000_to_199999";"housingunitcost_200000_to_249999";"housingunitcost_250000_to_299999";"housingunitcost_300000_to_399999";"housingunitcost_400000_to_499999";"housingunitcost_500000_to_749999";"housingunitcost_750000_to_999999";"housingunitcost_1000000_or_more";"househeating_utilitygas";"househeating_tankedlpgas";"househeating_electricity";"househeating_oilkerosene";"househeating_coalcoke";"househeating_wood";"househeating_solarenergy";"househeating_otherfuel";"househeating_nofuelused"
"11040";"Queens";"ZIP Codes";168;813;"40782";"19677";"21105";"42";"2246";"2868";"2111";"1983";"2968";"3083";"2184";"1289";"945";"2089";"2616";"2083";"2189";"3219";"3268";"2385";"1642";"1614";"24881";"611";"103";"13094";"5";"1083";"1005";"8721";"19910";"255";"2501";"1540";"6";"78685";"88451";"64479";"26803";"283";"239";"9440";"3240";"13900";"2280";"3775";"2464";"2775";"2775";"2775";"2775";"57";"7";"19";"17";"1";"0";"0.1";"0.05";"0.07";"0";"0";"0";"187";"0";"0";"0";"43";"76";"47";"122";"340";"55";"269";"201";"404";"245";"652";"6119";"488";"1197";"3354";"2230";"7043";"3443";"1219";"379";"1448";"4";"2131";"3856";"5098";"1754";"407";"175";"155";"335";"18";"113";"0";"0";"0";"0";"0";"32";"35";"0";"0";"28";"81";"79";"10";"31";"0";"74";"32";"151";"251";"157";"380";"23";"7";"0";"0";"0";"0";"40";"72";"74";"9";"0";"12";"0";"48";"29";"56";"55";"212";"65";"959";"3099";"5591";"1134";"272";"8182";"103";"407";"4484";"0";"10";"0";"25";"0"
"11096";"Queens";"ZIP Codes";146;0;"8344";"4053";"4291";"36";"605";"721";"608";"558";"589";"462";"266";"159";"85";"538";"633";"600";"577";"632";"510";"345";"249";"207";"3824";"2236";"68";"207";"6";"1643";"360";"2818";"2723";"237";"356";"432";"13";"48180";"50169";"46232";"5156";"42";"37";"1467";"1389";"2702";"541";"537";"434";"405";"405";"405";"405";"54";"39";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"22";"30";"19";"14";"61";"127";"26";"45";"141";"274";"279";"198";"1624";"153";"253";"624";"450";"494";"169";"21";"9";"1156";"14";"1351";"306";"389";"171";"161";"242";"90";"81";"0";"10";"19";"0";"7";"20";"28";"67";"12";"32";"75";"28";"29";"0";"29";"10";"9";"36";"18";"217";"126";"363";"135";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"62";"41";"454";"353";"140";"16";"16";"1350";"0";"273";"807";"0";"0";"0";"13";"0"
"11101";"Queens";"ZIP Codes";83;4158;"25484";"12742";"12742";"36";"1375";"1412";"2437";"2739";"1959";"1404";"819";"389";"208";"1319";"1365";"2440";"2401";"1780";"1464";"1039";"579";"355";"10840";"5299";"179";"4083";"18";"3945";"1120";"9393";"7218";"649";"770";"2170";"12";"57588";"63855";"50968";"14462";"414";"183";"3851";"5495";"12317";"3396";"3488";"1588";"1015";"1015";"1015";"1015";"43";"33";"13";"10";"1";"1.96";"2.71";"8.4";"2.55";"0";"0.16";"2.86";"314";"29";"4";"33";"23";"64";"40";"65";"492";"212";"384";"336";"390";"613";"496";"3437";"562";"557";"1808";"1035";"3913";"1381";"280";"190";"4747";"20";"4554";"2152";"1220";"712";"261";"366";"217";"1877";"59";"101";"8";"37";"105";"494";"247";"247";"98";"199";"362";"366";"215";"213";"239";"206";"95";"400";"360";"1014";"1172";"1767";"1017";"0";"0";"0";"0";"0";"0";"5";"10";"0";"17";"18";"18";"0";"21";"0";"11";"14";"35";"33";"166";"168";"528";"342";"194";"5940";"205";"1482";"2638";"0";"0";"0";"154";"123"
"11102";"Queens";"ZIP Codes";71;3116;"34133";"17040";"17093";"36";"1633";"1765";"3848";"3694";"2473";"1712";"974";"585";"356";"1634";"1600";"3887";"3206";"2116";"1736";"1284";"879";"751";"19025";"3347";"302";"5223";"20";"4815";"1401";"14656";"10615";"770";"1154";"2258";"10";"54613";"54114";"55405";"17360";"545";"338";"7680";"7819";"15499";"4689";"4525";"2107";"1367";"1367";"1367";"1367";"38";"28";"24";"8";"3";"1.79";"1.08";"1.93";"0.76";"0";"0.15";"0.76";"529";"0";"2";"22";"97";"102";"148";"241";"660";"298";"738";"404";"486";"313";"676";"4607";"580";"591";"2364";"1504";"6943";"2110";"620";"228";"5690";"17";"5390";"1832";"2005";"1597";"1314";"480";"700";"1844";"76";"319";"0";"37";"30";"183";"90";"142";"144";"161";"93";"104";"214";"163";"139";"185";"230";"330";"529";"1698";"2560";"2873";"1547";"10";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0";"15";"52";"19";"0";"0";"110";"126";"151";"211";"788";"480";"120";"7646";"358";"2008";"3619";"0";"0";"0";"138";"107"
"11103";"Queens";"ZIP Codes";78;4768;"38780";"19375";"19405";"37";"1621";"1615";"4414";"4403";"2881";"2080";"1237";"774";"350";"1551";"1495";"4971";"3869";"2406";"1975";"1437";"1002";"699";"26325";"740";"220";"5520";"20";"4544";"1411";"15583";"12229";"938";"1631";"2311";"9";"54221";"56017";"51817";"19434";"541";"384";"9204";"7161";"18518";"5666";"5795";"2545";"1639";"1639";"1639";"1639";"40";"23";"28";"6";"4";"2.19";"0.85";"2.37";"0.49";"0.03";"0.03";"0.88";"632";"10";"10";"6";"28";"155";"157";"553";"739";"75";"717";"205";"447";"390";"673";"5581";"739";"1251";"2106";"2268";"8459";"2874";"349";"155";"4923";"13";"8910";"2983";"2329";"1359";"711";"579";"235";"782";"8";"343";"0";"0";"0";"54";"54";"11";"18";"29";"35";"90";"96";"64";"211";"185";"216";"471";"645";"2590";"3343";"3682";"1126";"15";"0";"0";"0";"0";"0";"0";"11";"10";"29";"0";"8";"0";"19";"0";"37";"39";"104";"58";"174";"255";"1097";"925";"165";"9421";"503";"721";"5264";"9";"0";"0";"147";"144"
"11104";"Queens";"ZIP Codes";92;2051;"27232";"13245";"13987";"39";"1292";"1162";"2212";"2891";"2228";"1649";"1022";"537";"252";"1314";"1043";"2504";"2799";"1848";"1768";"1306";"785";"620";"14769";"591";"179";"7074";"9";"3397";"1213";"9282";"10088";"669";"1187";"1893";"7";"51010";"51103";"50881";"11149";"234";"367";"6970";"7601";"12532";"4123";"3770";"1776";"1240";"1240";"1240";"1240";"32";"27";"18";"20";"3";"1.06";"0.7";"2.17";"0.18";"0";"0";"0.59";"639";"0";"0";"40";"14";"109";"163";"134";"597";"166";"341";"44";"254";"174";"718";"4392";"925";"864";"1736";"1820";"4985";"1864";"533";"114";"3025";"12";"7514";"2263";"1489";"607";"426";"154";"82";"136";"0";"133";"0";"0";"14";"0";"42";"51";"53";"50";"26";"119";"31";"145";"199";"258";"75";"353";"829";"2198";"2715";"2384";"435";"27";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"10";"12";"30";"23";"57";"26";"140";"190";"161";"199";"473";"187";"50";"6379";"178";"561";"4482";"0";"0";"0";"88";"30"
"11105";"Queens";"ZIP Codes";65;6005;"36688";"17881";"18807";"39";"1519";"1425";"3779";"3736";"2536";"2034";"1385";"911";"556";"1476";"1355";"4258";"3535";"2319";"2076";"1516";"1266";"1006";"27698";"797";"98";"4119";"21";"2655";"1300";"14195";"13828";"712";"1548";"2595";"8";"57696";"62714";"51631";"21903";"369";"596";"8241";"6329";"17416";"5238";"5616";"2599";"1599";"1599";"1599";"1599";"42";"20";"31";"5";"2";"1.34";"0.38";"1.55";"0.68";"0";"0.05";"0.44";"606";"0";"0";"67";"109";"92";"109";"411";"969";"171";"415";"499";"408";"338";"623";"5544";"581";"870";"3344";"1875";"7803";"3000";"636";"170";"5096";"14";"7451";"3365";"3032";"1701";"548";"469";"289";"517";"36";"415";"7";"12";"29";"69";"160";"101";"55";"74";"16";"48";"57";"99";"139";"151";"100";"384";"407";"2293";"2506";"3585";"911";"8";"0";"0";"0";"0";"11";"0";"32";"20";"13";"22";"0";"7";"51";"0";"7";"49";"91";"56";"220";"427";"2132";"1294";"239";"9898";"340";"1178";"4648";"0";"26";"0";"131";"76"
"11106";"Queens";"ZIP Codes";79;3594;"38875";"18904";"19971";"38";"1770";"1734";"4146";"3892";"2723";"2078";"1302";"788";"471";"1694";"1607";"4354";"3673";"2498";"2207";"1765";"1152";"1021";"21205";"3469";"222";"7449";"17";"4895";"1618";"14450";"11690";"1215";"2130";"2952";"10";"55747";"58315";"52990";"19933";"720";"621";"7938";"7746";"18296";"6254";"5597";"2405";"1514";"1514";"1514";"1514";"39";"28";"20";"9";"4";"0.95";"0.82";"2.39";"0.49";"0";"0.08";"0.98";"772";"0";"0";"25";"102";"189";"87";"317";"753";"146";"428";"621";"597";"660";"639";"5419";"671";"953";"2918";"1951";"6448";"2735";"723";"389";"7948";"22";"6116";"2939";"3996";"2043";"1040";"448";"575";"658";"83";"250";"0";"22";"186";"668";"326";"213";"140";"188";"169";"240";"194";"407";"128";"264";"313";"726";"550";"2419";"2878";"2745";"927";"0";"0";"0";"0";"0";"8";"0";"17";"25";"0";"12";"10";"3";"68";"88";"115";"98";"248";"228";"423";"204";"747";"372";"120";"8330";"407";"1752";"5895";"0";"26";"0";"207";"122"
"11109";"Queens";"ZIP Codes";93;11;"3523";"1939";"1584";"33";"129";"24";"616";"688";"256";"111";"82";"22";"11";"91";"18";"613";"520";"155";"93";"69";"16";"9";"2349";"156";"5";"768";"4";"97";"144";"1167";"1509";"0";"14";"247";"6";"129849";"145339";"109266";"2031";"0";"29";"344";"868";"2127";"809";"869";"228";"56";"56";"56";"56";"64";"6";"16";"10";"4";"0";"0.85";"1.14";"0";"0";"0";"0.28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"46";"45";"127";"121";"81";"1096";"667";"439";"105";"213";"7";"10";"19";"0";"0";"0";"13";"517";"1444";"0";"11";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"1272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"15";"22";"73";"77";"144";"0";"21";"761";"47";"838";"26";"0";"0";"0";"0";"39"
"11201";"Brooklyn";"ZIP Codes";115;4286;"51128";"24484";"26644";"38";"2544";"1777";"4439";"5840";"3727";"2562";"1918";"1033";"644";"2350";"2115";"4873";"6101";"3688";"2825";"2325";"1238";"1129";"34316";"7741";"154";"5036";"29";"1921";"1931";"21323";"18477";"888";"1934";"3020";"7";"125587";"154015";"94510";"40167";"1330";"743";"5325";"4677";"26390";"10206";"7777";"2807";"1754";"1754";"1754";"1754";"72";"11";"9";"6";"2";"1.27";"1.96";"7.76";"0.86";"0";"0.14";"1.78";"534";"0";"6";"22";"59";"108";"95";"126";"153";"200";"307";"225";"292";"528";"355";"3773";"531";"938";"2689";"1257";"13001";"8317";"4817";"1360";"6816";"14";"14204";"1532";"3704";"1883";"789";"369";"373";"3838";"281";"328";"8";"61";"72";"515";"292";"208";"308";"186";"115";"268";"191";"240";"151";"249";"162";"530";"468";"1166";"1204";"2693";"5593";"11";"0";"13";"34";"7";"39";"37";"8";"41";"86";"0";"46";"84";"39";"22";"27";"38";"374";"297";"999";"977";"1798";"1172";"2582";"13774";"343";"3846";"5280";"13";"44";"0";"233";"206"
"11203";"Brooklyn";"ZIP Codes";133;12205;"76174";"33843";"42331";"39";"4360";"4946";"5175";"4229";"4519";"4450";"3427";"1985";"752";"4215";"4922";"5817";"5559";"5843";"6433";"4800";"3024";"1718";"2703";"69435";"221";"956";"27";"1219";"1613";"29601";"22810";"3189";"3892";"6098";"12";"46050";"48337";"44334";"37913";"665";"604";"26650";"14370";"28087";"6585";"7116";"5080";"3633";"3633";"3633";"3633";"80";"6";"11";"1";"2";"1.18";"2.64";"3.12";"0.8";"0.03";"0.21";"2.28";"1425";"0";"24";"9";"70";"114";"28";"261";"894";"415";"903";"801";"820";"1125";"1810";"15894";"2997";"2036";"8757";"4870";"7581";"2903";"486";"173";"11878";"15";"15450";"4943";"4326";"1971";"1047";"463";"540";"664";"0";"589";"24";"31";"43";"157";"116";"50";"110";"155";"72";"102";"173";"137";"163";"472";"453";"1463";"1816";"5306";"2513";"1841";"219";"36";"5";"0";"6";"29";"17";"30";"78";"57";"20";"8";"17";"13";"111";"24";"111";"82";"268";"369";"2918";"3921";"2690";"223";"105";"20853";"422";"739";"4959";"0";"18";"0";"47";"105"
"11204";"Brooklyn";"ZIP Codes";16;10398;"78134";"38514";"39620";"36";"6263";"5969";"5897";"5180";"4584";"4632";"2947";"1830";"1212";"5919";"5361";"5646";"5008";"4839";"4920";"3420";"2311";"2196";"51867";"598";"141";"20594";"39";"3650";"1245";"20292";"34544";"1029";"4266";"2858";"9";"47782";"49716";"44788";"41803";"574";"940";"20287";"16737";"28196";"5842";"6762";"4288";"3711";"3711";"3711";"3711";"27";"9";"31";"27";"6";"0.93";"0.4";"1.56";"0.24";"0";"0.01";"0.42";"1926";"26";"55";"42";"251";"324";"142";"858";"1416";"394";"1836";"1440";"1805";"876";"2410";"14241";"1333";"1465";"4872";"3274";"7322";"3548";"675";"333";"16596";"21";"17060";"2828";"2072";"1558";"1051";"720";"735";"629";"0";"500";"0";"31";"100";"205";"84";"160";"79";"144";"97";"159";"172";"306";"254";"212";"389";"932";"1377";"4756";"2802";"2139";"637";"8";"0";"9";"0";"0";"9";"0";"78";"39";"32";"100";"23";"14";"101";"37";"8";"63";"38";"157";"599";"931";"4388";"2205";"710";"19793";"608";"617";"3667";"44";"136";"0";"121";"98"
"11205";"Brooklyn";"ZIP Codes";117;3502;"40366";"18829";"21537";"31";"3489";"2642";"4002";"3661";"2025";"1380";"952";"480";"198";"3342";"2862";"4767";"3885";"2302";"1749";"1431";"733";"466";"18437";"13899";"238";"2050";"41";"4011";"1690";"16880";"10038";"1000";"1250";"1908";"11";"61300";"64168";"57545";"30741";"1154";"313";"3534";"4383";"16409";"4876";"4355";"2167";"1369";"1369";"1369";"1369";"60";"20";"16";"2";"2";"1.93";"1.86";"3.91";"0.99";"0.05";"0.02";"1.83";"406";"6";"9";"55";"20";"279";"53";"320";"380";"227";"493";"503";"516";"869";"684";"4315";"726";"818";"2846";"888";"4736";"3429";"926";"277";"13648";"36";"8787";"2453";"1202";"1571";"458";"270";"137";"1822";"36";"248";"37";"32";"195";"696";"437";"375";"244";"276";"236";"306";"210";"222";"100";"415";"280";"327";"514";"1082";"1193";"2097";"1640";"19";"11";"0";"8";"7";"0";"0";"0";"10";"50";"0";"20";"0";"79";"0";"50";"11";"31";"83";"585";"373";"675";"482";"741";"10094";"282";"1053";"2668";"32";"45";"0";"82";"141"
"11206";"Brooklyn";"ZIP Codes";108;5593;"81677";"38855";"42822";"32";"6797";"6593";"8723";"5908";"4013";"3144";"2016";"1207";"454";"6461";"6224";"8610";"5962";"5010";"4117";"3310";"2031";"1097";"34534";"23108";"736";"4522";"52";"15393";"3332";"31214";"19127";"2521";"3284";"4035";"14";"40411";"42390";"38262";"55017";"6180";"800";"7972";"10117";"29941";"7255";"7637";"4933";"3475";"3475";"3475";"3475";"41";"40";"13";"4";"1";"2.27";"2.24";"3.78";"0.89";"0.04";"0.2";"2.4";"1760";"25";"19";"179";"243";"588";"383";"808";"2143";"1077";"1758";"1949";"1842";"1895";"1447";"10222";"2025";"1416";"5665";"2321";"6061";"2017";"351";"87";"29047";"36";"9025";"2610";"4443";"5042";"2148";"887";"1838";"4749";"86";"292";"69";"123";"453";"2089";"740";"842";"842";"902";"594";"659";"726";"969";"854";"1143";"1208";"1422";"1337";"3432";"1652";"2825";"1795";"23";"45";"11";"14";"0";"5";"0";"11";"0";"8";"0";"0";"0";"26";"14";"71";"14";"62";"138";"253";"468";"1212";"401";"174";"18595";"437";"2579";"5154";"16";"0";"0";"456";"681"
"11207";"Brooklyn";"ZIP Codes";119;11679;"93386";"42314";"51072";"33";"7140";"8145";"6955";"5060";"5430";"4602";"2903";"1533";"546";"6977";"7719";"8367";"6921";"7514";"5979";"4043";"2289";"1263";"10638";"62417";"841";"1069";"127";"14606";"3688";"37861";"19618";"3297";"3561";"5613";"16";"40074";"40708";"39532";"59118";"3927";"663";"14951";"13395";"34202";"7488";"7485";"6064";"4620";"4620";"4620";"4620";"67";"28";"3";"1";"1";"2.14";"3.91";"4.05";"1.11";"0.05";"0.28";"3.45";"1366";"0";"26";"155";"141";"319";"362";"493";"1575";"681";"1432";"2060";"2633";"2758";"1975";"14883";"2654";"1902";"7316";"3524";"4604";"1774";"191";"189";"30463";"33";"13623";"3406";"4015";"3522";"2705";"1558";"2529";"2897";"0";"701";"50";"180";"364";"1324";"620";"597";"558";"648";"466";"628";"649";"718";"387";"774";"563";"1399";"1452";"4536";"3220";"2978";"521";"103";"43";"8";"6";"45";"80";"56";"72";"38";"8";"13";"25";"0";"153";"43";"83";"47";"322";"322";"1858";"1857";"2149";"273";"71";"25822";"295";"1636";"2947";"0";"0";"0";"145";"163"
"11208";"Brooklyn";"ZIP Codes";118;11721;"94469";"44378";"50091";"33";"7396";"8304";"7289";"5714";"6023";"4997";"2977";"1190";"488";"7233";"8104";"7899";"6850";"7485";"5919";"3690";"1930";"981";"14798";"45147";"1131";"7878";"95";"20721";"4699";"34502";"24661";"3534";"3435";"4729";"10";"39458";"41389";"37553";"54865";"3547";"718";"18552";"16316";"32069";"5942";"6158";"5776";"4966";"4966";"4966";"4966";"53";"38";"5";"2";"2";"1.78";"2.85";"3.11";"1.19";"0.04";"0.26";"2.22";"1181";"12";"14";"54";"164";"361";"251";"403";"1237";"665";"1308";"1570";"1901";"2308";"1425";"22012";"2456";"1244";"6747";"2713";"4130";"1526";"236";"35";"30097";"32";"14206";"3844";"3945";"2569";"2490";"1396";"1888";"3293";"20";"311";"29";"124";"215";"555";"299";"308";"227";"561";"278";"499";"424";"636";"365";"531";"431";"1276";"1417";"5011";"3756";"3549";"458";"25";"0";"0";"3";"5";"22";"41";"65";"18";"0";"23";"21";"14";"60";"8";"63";"42";"281";"367";"1582";"2224";"2507";"108";"48";"25255";"312";"1101";"1817";"0";"10";"31";"102";"159"
"11209";"Brooklyn";"ZIP Codes";142;9678;"68853";"33179";"35674";"40";"3855";"3314";"5115";"5716";"5101";"4391";"2947";"1715";"1025";"3592";"3083";"5292";"5814";"4806";"4889";"3583";"2450";"2165";"53085";"1485";"201";"7957";"29";"3925";"2171";"23065";"27777";"1242";"4243";"4072";"8";"71226";"71769";"70517";"47585";"932";"934";"14805";"8178";"34679";"12628";"8963";"4027";"2992";"2992";"2992";"2992";"55";"10";"17";"8";"10";"0.65";"0.78";"2.43";"0.64";"0.01";"0.04";"0.45";"782";"0";"38";"0";"125";"122";"228";"254";"528";"186";"868";"615";"1129";"529";"1534";"11059";"1244";"1794";"5825";"2665";"13480";"6859";"1848";"754";"10023";"14";"19321";"3923";"4324";"1986";"1251";"746";"537";"811";"30";"420";"0";"9";"20";"341";"85";"182";"134";"105";"119";"88";"117";"160";"301";"157";"309";"948";"1253";"5328";"4551";"4054";"1267";"4";"9";"0";"26";"8";"43";"0";"45";"0";"45";"91";"55";"42";"222";"95";"139";"160";"808";"633";"991";"617";"3066";"2759";"1188";"20083";"517";"1939";"7899";"74";"9";"5";"217";"251"
"11210";"Brooklyn";"ZIP Codes";14;9754;"62008";"28616";"33392";"36";"4580";"4858";"4303";"3577";"3564";"3580";"2462";"1123";"569";"4367";"4874";"4649";"4539";"4425";"4568";"3185";"1643";"1142";"20648";"35821";"200";"2175";"28";"1749";"1387";"21332";"21378";"1679";"2579";"3692";"8";"55008";"60390";"48463";"37875";"415";"656";"15357";"9738";"22476";"5133";"5134";"3551";"2736";"2736";"2736";"2736";"68";"6";"20";"1";"4";"1.56";"1.21";"3.48";"0.44";"0";"0.15";"1.29";"373";"0";"20";"8";"25";"33";"55";"86";"459";"320";"460";"424";"593";"635";"929";"11335";"2040";"1911";"5018";"2733";"8245";"3619";"831";"422";"9634";"15";"11567";"3702";"4287";"2475";"413";"131";"193";"414";"45";"280";"0";"43";"0";"189";"78";"135";"50";"38";"32";"60";"77";"180";"177";"310";"213";"1035";"1722";"4018";"1907";"805";"224";"0";"30";"0";"0";"13";"0";"15";"33";"61";"52";"119";"50";"57";"134";"91";"381";"200";"447";"308";"1349";"1919";"3067";"1118";"673";"15600";"264";"817";"4742";"10";"65";"0";"92";"100"
"11211";"Brooklyn";"ZIP Codes";207;6354;"90117";"44522";"45595";"32";"7355";"5708";"10473";"8803";"4396";"3574";"2221";"1185";"807";"7234";"5557";"11154";"7588";"4113";"3901";"2691";"1785";"1572";"68534";"4496";"520";"3445";"54";"10276";"2792";"35323";"25749";"1794";"3085";"4009";"6";"61802";"65979";"56870";"67565";"4050";"1346";"8571";"8978";"37180";"9576";"11119";"5153";"3085";"3085";"3085";"3085";"38";"26";"32";"2";"2";"1.25";"0.93";"3.35";"0.62";"0";"0.03";"0.81";"1024";"0";"66";"34";"75";"401";"410";"834";"1187";"572";"1378";"1164";"1220";"2254";"1845";"9840";"1405";"1715";"6136";"2142";"14482";"5609";"1536";"544";"31188";"35";"21190";"1800";"2449";"2028";"2155";"822";"1270";"4631";"427";"584";"23";"133";"388";"1568";"721";"674";"682";"525";"422";"712";"558";"900";"623";"456";"899";"1280";"1470";"2727";"2795";"4763";"5901";"8";"17";"0";"33";"10";"0";"36";"10";"0";"8";"43";"23";"0";"33";"22";"28";"112";"232";"92";"285";"415";"1891";"1264";"713";"22754";"1082";"2452";"7054";"37";"136";"0";"239";"325"
"11212";"Brooklyn";"ZIP Codes";9;7081;"84500";"36528";"47972";"34";"6485";"7327";"5630";"4157";"4416";"3969";"2658";"1365";"521";"6200";"7206";"7155";"6640";"6961";"6161";"4097";"2310";"1242";"3822";"71964";"483";"606";"38";"5315";"2272";"34188";"15999";"3569";"4042";"4717";"14";"39335";"42552";"37230";"51685";"1682";"477";"14928";"12495";"31847";"8130";"7744";"6090";"4026";"4026";"4026";"4026";"82";"13";"4";"0";"1";"1.38";"4.41";"2.75";"0.56";"0.13";"0.12";"2.79";"796";"49";"15";"10";"125";"160";"122";"347";"905";"818";"974";"1264";"1501";"2698";"2588";"16265";"3013";"2364";"7008";"3405";"3817";"1111";"178";"62";"27429";"34";"12548";"2740";"4398";"5352";"3216";"3145";"873";"741";"58";"351";"51";"86";"667";"1717";"1023";"1017";"866";"912";"770";"874";"774";"548";"642";"841";"489";"1464";"1759";"5558";"2980";"1656";"197";"29";"0";"9";"48";"0";"9";"20";"8";"0";"21";"0";"0";"44";"31";"0";"32";"21";"242";"292";"1466";"1218";"1056";"20";"49";"23256";"286";"2377";"3308";"0";"4";"0";"324";"302"
"11213";"Brooklyn";"ZIP Codes";8;5507;"63767";"28822";"34945";"35";"4656";"4857";"5252";"3613";"3503";"3236";"2118";"1065";"522";"4477";"4851";"5652";"4688";"4888";"4380";"3021";"1760";"1228";"12493";"46454";"250";"554";"22";"2414";"1580";"22177";"15222";"2603";"3120";"4380";"10";"45613";"50424";"41528";"37250";"612";"1048";"11742";"10843";"24974";"7018";"5906";"4082";"2721";"2721";"2721";"2721";"74";"8";"11";"0";"6";"1.65";"3.37";"3.72";"0.89";"0.08";"0.06";"2.31";"751";"0";"34";"0";"42";"178";"143";"279";"881";"347";"786";"777";"818";"1650";"1319";"10012";"2141";"1672";"5701";"2740";"5010";"2171";"277";"195";"16958";"28";"15579";"2079";"2265";"1395";"1249";"716";"1107";"1214";"135";"458";"18";"127";"399";"628";"514";"325";"327";"370";"260";"355";"258";"476";"463";"472";"833";"1603";"1807";"4937";"2736";"1716";"399";"0";"0";"0";"8";"0";"0";"0";"26";"0";"20";"0";"26";"45";"93";"0";"24";"3";"94";"163";"232";"544";"1691";"701";"78";"18183";"167";"1161";"3442";"0";"12";"5";"179";"80"
