"name";"parent_area";"admin_title";"admin_level_id";"building_count";"population_total";"population_males";"population_females";"population_age_average_age";"population_age_males_0to9";"population_age_males_10to19";"population_age_males_20to29";"population_age_males_30to39";"population_age_males_40to49";"population_age_males_50to59";"population_age_males_60to69";"population_age_males_70to79";"population_age_males_over80";"population_age_females_0to9";"population_age_females_10to19";"population_age_females_20to29";"population_age_females_30to39";"population_age_females_40to49";"population_age_females_50to59";"population_age_females_60to69";"population_age_females_70to79";"population_age_females_over80";"race_white";"race_black";"race_indian";"race_asian";"race_hawaiian";"race_other";"race_two_or_more";"marital_never_married";"marital_now_married";"marital_separated";"marital_widowed";"marital_divorced";"unemployment_rate";"mean_annual_earnings_total";"mean_annual_earnings_male";"mean_annual_earnings_female";"nationality_us_citizen_born_in_us";"nationality_us_citizen_born_in_islands";"nationality_us_citizen_born_in_abroad";"nationality_us_citizen_naturalization";"nationality_not_us_citizen";"household_units";"household_1_person";"household_2_persons";"household_3_persons";"household_4_persons";"household_5_persons";"household_6_persons";"household_7_or_more_persons";"language_only_english";"language_spanish";"language_indoeuropean";"language_asian";"language_other";"crimes_1000capita_burglary";"crimes_1000capita_felonyassault";"crimes_1000capita_grandlarceny";"crimes_1000capita_grandlarcenyofmotorvehicle";"crimes_1000capita_murder";"crimes_1000capita_rape";"crimes_1000capita_robbery";"education_noschoolcompleted";"education_nurseryschool";"education_kindergarten";"education_1st_grade";"education_2nd_grade";"education_3rd_grade";"education_4th_grade";"education_5th_grade";"education_6th_grade";"education_7th_grade";"education_8th_grade";"education_9th_grade";"education_10th_grade";"education_11th_grade";"education_12th_grade_nodiploma";"education_highschool_diploma";"education_ged_or_alt_cred";"education_college_less1year";"education_college_no_degree";"education_associate_degree";"education_bachelor_degree";"education_master_degree";"education_professionalschool_degree";"education_doctorate_degree";"poverty_below_level";"poverty_below_level_percent";"houseage_1939_and_earlier";"houseage_1940_to_1949";"houseage_1950_to_1959";"houseage_1960_to_1969";"houseage_1970_to_1979";"houseage_1980_to_1989";"houseage_1990_to_1999";"houseage_2000_to_2009";"houseage_2010_and_later";"rent_no_cach_rent";"rent_grossusd_100_or_less";"rent_grossusd_100_to_149";"rent_grossusd_150_to_199";"rent_grossusd_200_to_249";"rent_grossusd_250_to_299";"rent_grossusd_300_to_349";"rent_grossusd_350_to_399";"rent_grossusd_400_to_449";"rent_grossusd_450_to_499";"rent_grossusd_500_to_549";"rent_grossusd_550_to_599";"rent_grossusd_600_to_649";"rent_grossusd_650_to_699";"rent_grossusd_700_to_749";"rent_grossusd_750_to_799";"rent_grossusd_800_to_899";"rent_grossusd_900_to_999";"rent_grossusd_1000_to_1249";"rent_grossusd_1259_to_1549";"rent_grossusd_1550_to_1999";"rent_grossusd_2000_or_more";"housingunitcost_10000_or_less";"housingunitcost_10000_to_14999";"housingunitcost_15000_to_19999";"housingunitcost_20000_to_24999";"housingunitcost_25000_to_29999";"housingunitcost_30000_to_34999";"housingunitcost_35000_to_39999";"housingunitcost_40000_to_49999";"housingunitcost_50000_to_59999";"housingunitcost_60000_to_69999";"housingunitcost_70000_to_79999";"housingunitcost_80000_to_89999";"housingunitcost_90000_to_99999";"housingunitcost_100000_to_124999";"housingunitcost_125000_to_149999";"housingunitcost_150000_to_174999";"housingunitcost_175000_to_199999";"housingunitcost_200000_to_249999";"housingunitcost_250000_to_299999";"housingunitcost_300000_to_399999";"housingunitcost_400000_to_499999";"housingunitcost_500000_to_749999";"housingunitcost_750000_to_999999";"housingunitcost_1000000_or_more";"househeating_utilitygas";"househeating_tankedlpgas";"househeating_electricity";"househeating_oilkerosene";"househeating_coalcoke";"househeating_wood";"househeating_solarenergy";"househeating_otherfuel";"househeating_nofuelused"
"10302";"Staten Island";"ZIP Codes";140;4256;"19088";"9605";"9483";"34";"1473";"1580";"1591";"1331";"1361";"1122";"668";"306";"173";"1412";"1410";"1347";"1289";"1382";"1109";"783";"440";"311";"9367";"4010";"155";"814";"27";"3753";"962";"4655";"6354";"366";"861";"915";"8";"53860";"57777";"48300";"11623";"462";"94";"1704";"3207";"6427";"1397";"1362";"981";"962";"962";"962";"962";"60";"29";"6";"2";"3";"1.36";"2.41";"1.78";"0.52";"0";"0.16";"1.78";"158";"0";"0";"10";"26";"41";"116";"86";"339";"30";"179";"348";"219";"298";"339";"3158";"589";"522";"1423";"811";"1337";"598";"139";"14";"4383";"26";"3078";"605";"417";"871";"304";"103";"514";"515";"0";"207";"0";"9";"19";"8";"21";"32";"11";"34";"28";"45";"31";"17";"60";"23";"53";"195";"205";"465";"375";"546";"119";"0";"6";"0";"13";"18";"15";"31";"11";"0";"0";"0";"0";"0";"6";"0";"26";"26";"126";"178";"1312";"892";"503";"28";"25";"4503";"56";"329";"775";"0";"7";"0";"22";"27"
"10303";"Staten Island";"ZIP Codes";138;5978;"26337";"12625";"13712";"33";"2044";"2398";"1953";"1651";"1872";"1485";"763";"311";"148";"2040";"2255";"1950";"2062";"2098";"1687";"932";"403";"285";"8918";"9882";"236";"2079";"11";"3996";"1215";"8377";"7783";"670";"983";"1616";"9";"53738";"58369";"48850";"17265";"930";"386";"3298";"3054";"8811";"1626";"1869";"1628";"1350";"1350";"1350";"1350";"59";"28";"4";"4";"4";"0.72";"2.16";"1.75";"0.49";"0.11";"0.19";"1.37";"322";"0";"0";"0";"5";"54";"8";"113";"317";"104";"231";"240";"462";"443";"329";"4386";"1123";"588";"1971";"1374";"2040";"906";"69";"23";"4781";"19";"2747";"662";"610";"439";"1277";"1279";"1003";"1263";"50";"80";"49";"0";"110";"201";"57";"55";"80";"146";"38";"109";"55";"65";"113";"89";"92";"143";"186";"421";"310";"674";"197";"21";"6";"9";"11";"14";"7";"35";"13";"17";"0";"6";"28";"34";"14";"41";"43";"50";"360";"958";"1966";"876";"358";"32";"11";"7018";"162";"251";"692";"19";"0";"0";"8";"30"
"10304";"Staten Island";"ZIP Codes";143;9223;"42193";"20206";"21987";"37";"2854";"3300";"2974";"2449";"2820";"2698";"1714";"888";"509";"2816";"2967";"2953";"2833";"3198";"3034";"1898";"1169";"1119";"20187";"12169";"271";"4028";"16";"4121";"1401";"12792";"15006";"1085";"2307";"2192";"8";"55688";"58385";"52558";"28071";"1006";"400";"6201";"6167";"15467";"3643";"3696";"2653";"2176";"2176";"2176";"2176";"63";"18";"10";"7";"2";"0.97";"1.64";"1.66";"0.38";"0.09";"0.14";"1.04";"821";"19";"0";"42";"37";"3";"168";"246";"706";"111";"721";"525";"580";"657";"946";"7309";"772";"1254";"3184";"1518";"3997";"2093";"852";"228";"8708";"21";"4268";"489";"1797";"2419";"1312";"2225";"1523";"1572";"92";"163";"7";"62";"261";"329";"231";"238";"299";"88";"225";"101";"84";"103";"183";"218";"85";"401";"480";"776";"1244";"810";"476";"28";"0";"0";"0";"0";"34";"8";"12";"6";"8";"0";"7";"0";"168";"70";"94";"133";"415";"851";"1778";"1310";"1333";"657";"656";"11957";"253";"517";"1543";"0";"13";"21";"27";"101"
"10305";"Staten Island";"ZIP Codes";147;10741;"41749";"20292";"21457";"39";"2519";"2567";"2895";"2869";"3111";"2996";"1821";"1006";"508";"2390";"2538";"2783";"2902";"3166";"3221";"2166";"1316";"975";"31831";"1828";"119";"4558";"30";"2348";"1035";"10675";"18020";"696";"2509";"2460";"8";"64434";"70104";"55981";"27023";"822";"554";"8423";"4487";"16187";"3934";"4121";"2720";"2459";"2459";"2459";"2459";"54";"10";"25";"8";"3";"0.84";"0.69";"1.58";"0.31";"0.02";"0.02";"0.38";"687";"0";"0";"14";"15";"42";"140";"108";"305";"201";"668";"414";"573";"723";"804";"7817";"1170";"1293";"3378";"1892";"5510";"2742";"396";"210";"3824";"9";"3616";"557";"1965";"2390";"2102";"1640";"1996";"1877";"13";"528";"0";"11";"98";"221";"107";"80";"88";"81";"78";"65";"98";"52";"53";"73";"66";"232";"382";"809";"883";"838";"280";"0";"0";"0";"0";"7";"36";"0";"21";"74";"0";"35";"11";"7";"157";"63";"81";"107";"210";"582";"2469";"2989";"2277";"406";"144";"13086";"175";"488";"896";"0";"48";"0";"87";"19"
"10306";"Staten Island";"ZIP Codes";157;16369;"55909";"26688";"29221";"40";"3228";"3610";"3395";"3281";"4130";"4004";"2685";"1499";"856";"2957";"3380";"3257";"3470";"4598";"4392";"3230";"2149";"1788";"49134";"1181";"155";"2543";"11";"1834";"1051";"13343";"24979";"792";"4132";"2549";"7";"70414";"76989";"61485";"43537";"498";"428";"8080";"3149";"22017";"5242";"6027";"3718";"3536";"3536";"3536";"3536";"70";"6";"18";"4";"2";"0.98";"0.45";"1.34";"0.25";"0.02";"0.02";"0.32";"309";"0";"0";"0";"10";"17";"70";"183";"201";"174";"471";"189";"914";"682";"705";"11190";"1514";"2406";"5498";"3445";"6843";"3240";"694";"433";"3208";"6";"3320";"1442";"2818";"5226";"3019";"2051";"2107";"1635";"0";"464";"0";"0";"10";"34";"71";"67";"86";"44";"56";"166";"55";"54";"95";"133";"170";"278";"358";"1351";"1065";"598";"449";"43";"0";"14";"27";"8";"0";"32";"150";"13";"52";"12";"80";"0";"91";"67";"145";"61";"442";"463";"2980";"4745";"4289";"825";"222";"17463";"172";"613";"1956";"0";"24";"0";"55";"82"
"10307";"Staten Island";"ZIP Codes";164;4001;"14096";"6981";"7115";"36";"941";"1075";"873";"926";"1240";"1004";"563";"236";"123";"908";"1056";"804";"933";"1291";"991";"625";"291";"216";"13170";"86";"24";"350";"5";"269";"192";"3269";"6604";"162";"614";"544";"6";"81050";"91806";"63231";"12972";"0";"34";"1163";"249";"5354";"1126";"1240";"857";"974";"974";"974";"974";"87";"2";"8";"1";"1";"0.5";"0.35";"1.21";"0.07";"0";"0";"0.07";"49";"0";"0";"0";"17";"0";"9";"8";"33";"71";"75";"37";"137";"134";"144";"2364";"333";"555";"1471";"860";"1776";"976";"160";"64";"393";"3";"1478";"238";"73";"114";"190";"558";"1512";"1071";"8";"24";"0";"0";"0";"7";"0";"0";"10";"0";"0";"0";"0";"8";"0";"7";"17";"40";"58";"240";"232";"289";"71";"15";"19";"0";"0";"0";"7";"0";"0";"0";"0";"23";"0";"0";"7";"7";"0";"0";"54";"130";"389";"832";"1349";"659";"320";"4318";"24";"17";"455";"0";"0";"0";"0";"0"
"10308";"Staten Island";"ZIP Codes";160;8726;"27357";"13288";"14069";"40";"1584";"1884";"1616";"1661";"2001";"1975";"1429";"764";"374";"1466";"1696";"1502";"1714";"2219";"2174";"1737";"992";"569";"25604";"141";"31";"798";"11";"422";"350";"6746";"13444";"337";"1774";"1470";"7";"75052";"81627";"66708";"24677";"169";"220";"2884";"832";"10715";"2303";"3018";"1836";"1896";"1896";"1896";"1896";"81";"4";"12";"2";"1";"0.48";"0.48";"1.24";"0.15";"0";"0";"0.11";"159";"0";"0";"0";"30";"8";"0";"86";"54";"24";"191";"108";"402";"331";"341";"6431";"927";"1104";"2621";"1429";"3458";"2033";"282";"49";"1209";"4";"1213";"293";"560";"2355";"2553";"1757";"1286";"556";"0";"136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"10";"39";"60";"0";"120";"43";"328";"325";"442";"56";"9";"0";"0";"8";"0";"0";"12";"69";"9";"21";"0";"0";"16";"30";"18";"22";"24";"152";"254";"1598";"3139";"2973";"205";"60";"9443";"85";"321";"346";"0";"0";"0";"0";"0"
"10309";"Staten Island";"ZIP Codes";163;9621;"32519";"16352";"16167";"37";"2174";"2163";"2250";"2375";"2772";"2312";"1417";"634";"255";"2064";"2104";"1904";"2247";"2689";"2342";"1530";"794";"493";"29611";"769";"18";"1243";"9";"514";"355";"7487";"14598";"227";"1351";"1824";"5";"73374";"82706";"58305";"27320";"162";"47";"3364";"1050";"11686";"2306";"2848";"2010";"2307";"2307";"2307";"2307";"80";"5";"10";"3";"1";"0.77";"0.4";"1.41";"0.25";"0";"0";"0.15";"269";"5";"2";"0";"0";"10";"38";"100";"79";"31";"198";"179";"429";"401";"297";"6255";"917";"1440";"3146";"1653";"3757";"1875";"446";"149";"2146";"7";"885";"71";"214";"602";"885";"2978";"3103";"2318";"39";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51";"0";"37";"10";"0";"40";"103";"143";"558";"149";"418";"350";"9";"0";"0";"10";"7";"23";"11";"23";"11";"7";"0";"15";"0";"46";"13";"14";"0";"143";"242";"1357";"1843";"3066";"1222";"333";"9921";"57";"129";"319";"0";"0";"0";"7";"0"
"10310";"Staten Island";"ZIP Codes";265;6176;"24962";"12058";"12904";"35";"2003";"2013";"1673";"1581";"1680";"1607";"897";"382";"222";"1884";"1878";"1650";"1774";"1905";"1722";"1061";"556";"474";"13507";"5814";"158";"1388";"2";"3068";"1025";"7210";"8836";"648";"1093";"1400";"10";"64868";"71951";"56393";"19795";"608";"93";"1751";"2207";"9043";"1961";"2058";"1458";"1401";"1401";"1401";"1401";"71";"18";"5";"3";"2";"1.08";"1.88";"2.16";"0.52";"0.04";"0.16";"0.76";"235";"0";"0";"5";"22";"41";"9";"114";"125";"68";"214";"218";"424";"359";"219";"3991";"676";"601";"2216";"1411";"2441";"1372";"470";"150";"5169";"21";"4605";"697";"1073";"860";"482";"407";"359";"853";"70";"148";"0";"22";"8";"171";"81";"48";"67";"120";"32";"58";"81";"37";"47";"25";"26";"118";"164";"561";"432";"815";"275";"0";"0";"0";"5";"0";"11";"27";"5";"20";"10";"12";"8";"0";"16";"13";"56";"0";"211";"109";"1470";"1683";"1320";"104";"82";"6320";"86";"443";"1564";"12";"0";"0";"32";"41"
"10312";"Staten Island";"ZIP Codes";162;17994;"59304";"28776";"30528";"39";"3573";"3982";"3607";"3723";"4345";"4154";"3349";"1432";"611";"3351";"3757";"3568";"3898";"4649";"4757";"3757";"1664";"1127";"53858";"575";"86";"3213";"20";"773";"779";"14561";"29549";"438";"2810";"2991";"8";"71245";"78067";"61067";"52129";"395";"366";"6733";"1513";"22155";"4279";"5960";"4043";"4048";"4048";"4048";"4048";"81";"4";"10";"3";"2";"0.59";"0.3";"1.26";"0.29";"0.02";"0";"0.1";"305";"0";"17";"0";"32";"83";"41";"276";"85";"66";"277";"136";"647";"464";"855";"13347";"1366";"2646";"5661";"3126";"8052";"3862";"694";"214";"3735";"6";"999";"413";"1114";"2551";"6964";"4804";"3410";"1868";"21";"481";"37";"0";"0";"23";"15";"2";"0";"0";"38";"0";"51";"15";"69";"65";"74";"163";"416";"646";"440";"399";"392";"22";"0";"0";"0";"0";"18";"69";"58";"91";"20";"0";"9";"9";"21";"43";"35";"28";"367";"639";"3949";"5025";"5551";"1441";"585";"20263";"149";"281";"573";"0";"24";"0";"16";"0"
"10314";"Staten Island";"ZIP Codes";144;23229;"85510";"41139";"44371";"40";"5025";"5560";"5422";"5440";"5778";"5981";"4575";"2166";"1192";"4777";"5082";"5273";"5668";"6227";"6825";"5237";"2791";"2491";"64893";"3640";"210";"11499";"41";"3167";"2060";"20659";"40141";"916";"5878";"4602";"6";"66841";"73116";"58084";"66567";"754";"719";"14322";"5559";"32533";"7238";"9014";"5563";"4952";"4952";"4952";"4952";"68";"7";"12";"9";"3";"0.57";"0.58";"2.23";"0.23";"0";"0";"0.33";"730";"14";"0";"17";"21";"52";"135";"163";"336";"131";"632";"422";"1303";"1091";"1542";"18710";"2232";"2997";"8301";"4025";"11313";"5955";"988";"451";"7144";"8";"3839";"1264";"2910";"4960";"8753";"6894";"2489";"1408";"12";"426";"0";"0";"7";"134";"64";"196";"24";"13";"14";"87";"28";"112";"184";"132";"130";"640";"691";"1738";"1070";"1391";"718";"28";"0";"14";"64";"0";"30";"27";"106";"99";"32";"12";"11";"0";"69";"112";"98";"237";"933";"1290";"5467";"6332";"7033";"683";"237";"27562";"236";"847";"1972";"0";"26";"0";"12";"58"
"10451";"Bronx";"ZIP Codes";46;1520;"45713";"20567";"25146";"35";"3459";"3718";"3396";"2517";"2671";"2076";"1457";"895";"378";"3267";"3675";"3720";"3357";"3342";"2974";"2359";"1540";"912";"8698";"19826";"736";"740";"38";"12939";"2736";"19219";"7713";"2423";"2176";"3617";"16";"36609";"37186";"36116";"27499";"4133";"393";"5330";"8576";"17779";"5553";"4086";"2882";"2146";"2146";"2146";"2146";"38";"54";"2";"1";"4";"0.79";"3.74";"4.66";"0.61";"0.07";"0.09";"2.14";"847";"5";"0";"132";"288";"260";"383";"292";"844";"492";"1772";"1290";"1112";"1715";"951";"5505";"1511";"1048";"3697";"1438";"2595";"1090";"166";"51";"16651";"36";"4782";"1966";"3472";"3395";"1225";"1109";"385";"1837";"150";"113";"9";"55";"325";"1476";"502";"666";"327";"640";"398";"345";"471";"545";"356";"613";"477";"1036";"1425";"2844";"1555";"849";"148";"50";"80";"141";"237";"57";"66";"27";"17";"100";"105";"21";"45";"0";"130";"44";"82";"68";"223";"178";"110";"133";"67";"7";"15";"4854";"172";"1170";"10392";"0";"0";"10";"217";"363"
"10452";"Bronx";"ZIP Codes";40;1898;"75371";"35560";"39811";"32";"6331";"6421";"5715";"4998";"4994";"3810";"2135";"879";"277";"6257";"6226";"6479";"5743";"5872";"4360";"2819";"1431";"624";"14470";"27184";"1211";"1114";"56";"26608";"4728";"26501";"16203";"4400";"2533";"5651";"16";"32547";"33578";"31289";"37224";"4687";"640";"12502";"19467";"25866";"5929";"5460";"4865";"3964";"3964";"3964";"3964";"26";"63";"4";"0";"7";"0.97";"2.61";"2.51";"0.8";"0.04";"0.13";"1.3";"1750";"14";"64";"149";"243";"626";"476";"928";"2012";"878";"2122";"2000";"1613";"2157";"1338";"9918";"2221";"1417";"6367";"2859";"2977";"959";"241";"42";"27665";"37";"13403";"2447";"2673";"1591";"1269";"1044";"1820";"1979";"32";"513";"28";"76";"230";"795";"604";"537";"420";"338";"303";"348";"342";"556";"588";"793";"1281";"2584";"3148";"6553";"2201";"1488";"145";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"48";"36";"9";"0";"17";"37";"116";"29";"36";"205";"220";"0";"0";"6132";"225";"1910";"15740";"20";"11";"0";"294";"306"
"10453";"Bronx";"ZIP Codes";32;2494;"78309";"36524";"41785";"32";"6545";"6897";"6136";"4697";"5036";"4026";"2131";"786";"270";"6358";"6742";"6792";"5826";"6148";"5067";"2809";"1400";"643";"13623";"30028";"1345";"1068";"85";"27328";"4832";"31974";"16222";"4062";"1917";"5678";"21";"32912";"35121";"30156";"41069";"5209";"488";"11006";"21371";"27018";"5878";"5641";"5016";"4030";"4030";"4030";"4030";"31";"61";"2";"0";"5";"1.05";"2.27";"1.81";"0.6";"0.04";"0.19";"1.51";"1515";"0";"21";"133";"131";"715";"560";"675";"1800";"1085";"2323";"1513";"1810";"2969";"1799";"10466";"2367";"1804";"5098";"3848";"3496";"1042";"323";"220";"30273";"39";"14866";"2124";"2556";"1660";"2676";"1227";"1210";"1360";"32";"520";"113";"140";"164";"892";"750";"574";"546";"570";"710";"450";"627";"523";"529";"697";"660";"1998";"2552";"6128";"2879";"1960";"130";"0";"0";"15";"0";"0";"18";"0";"0";"0";"0";"22";"0";"16";"0";"1";"72";"18";"37";"11";"105";"346";"349";"8";"12";"6957";"266";"2172";"15321";"25";"1";"9";"161";"230"
"10454";"Bronx";"ZIP Codes";54;1977;"37337";"17724";"19613";"32";"3162";"3455";"3175";"2298";"2111";"1623";"1061";"591";"248";"3032";"3237";"3166";"2705";"2640";"1974";"1481";"939";"439";"8954";"11809";"865";"217";"28";"13220";"2244";"16618";"6650";"1616";"1383";"2262";"16";"33209";"34944";"30584";"22311";"4833";"178";"3102";"7426";"12772";"3131";"2597";"2166";"1639";"1639";"1639";"1639";"33";"65";"1";"0";"1";"0.88";"2.73";"2.54";"0.78";"0";"0.21";"2.97";"776";"0";"17";"135";"287";"147";"386";"458";"1638";"489";"761";"1295";"933";"1268";"896";"4238";"1476";"684";"2155";"1343";"1329";"404";"13";"34";"17243";"46";"3013";"734";"2426";"2580";"2078";"977";"753";"1011";"108";"134";"9";"133";"500";"1437";"748";"754";"595";"683";"362";"401";"377";"432";"358";"409";"311";"681";"636";"1143";"941";"541";"190";"10";"8";"9";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"13";"16";"0";"9";"54";"33";"161";"143";"87";"55";"0";"6464";"86";"1066";"4388";"0";"0";"0";"79";"309"
"10455";"Bronx";"ZIP Codes";51;2253;"39665";"18779";"20886";"32";"3376";"3478";"3198";"2563";"2394";"1780";"1133";"631";"226";"3214";"3279";"3485";"2947";"2789";"2194";"1530";"992";"456";"9865";"12119";"709";"252";"27";"14200";"2493";"14173";"7151";"1913";"1597";"2727";"18";"32353";"31637";"33237";"21691";"4264";"281";"3502";"8376";"13851";"3237";"2888";"2376";"1903";"1903";"1903";"1903";"30";"67";"2";"0";"1";"1.21";"3.5";"3.48";"0.73";"0";"0.23";"3.25";"760";"0";"21";"57";"248";"323";"373";"396";"1548";"516";"1246";"892";"1201";"1353";"853";"4481";"1399";"727";"2219";"1039";"1478";"352";"42";"18";"14937";"40";"5015";"1431";"1983";"1777";"1260";"512";"1173";"858";"57";"138";"46";"176";"366";"1236";"744";"341";"222";"392";"332";"344";"411";"311";"475";"460";"349";"902";"846";"1997";"878";"810";"81";"0";"0";"11";"0";"48";"4";"0";"0";"6";"35";"9";"0";"6";"78";"15";"0";"7";"51";"85";"148";"353";"90";"0";"0";"3951";"71";"1044";"7457";"0";"0";"9";"110";"161"
"10456";"Bronx";"ZIP Codes";41;3389;"86547";"40285";"46262";"32";"7463";"7829";"6202";"5002";"5497";"4339";"2395";"1158";"400";"7188";"7667";"7203";"6462";"6621";"5124";"3140";"1861";"996";"13330";"41893";"1305";"895";"235";"23842";"5047";"35889";"17098";"4970";"3324";"6008";"18";"32690";"34274";"30961";"51479";"6971";"932";"9861";"18553";"29651";"7034";"6276";"5314";"4160";"4160";"4160";"4160";"38";"52";"3";"0";"6";"1.44";"3.82";"2.1";"0.62";"0.07";"0.24";"2.11";"2700";"3";"23";"80";"432";"917";"654";"802";"1741";"1082";"2214";"2330";"2395";"3644";"2227";"10509";"2865";"1612";"7846";"2639";"3888";"1073";"149";"62";"34609";"40";"11689";"2215";"6174";"3035";"1474";"1253";"1594";"2846";"79";"526";"23";"356";"569";"1909";"953";"941";"747";"921";"519";"829";"921";"667";"768";"786";"612";"2364";"2669";"5217";"2457";"1484";"252";"38";"0";"10";"0";"24";"0";"7";"21";"0";"11";"0";"0";"0";"113";"15";"22";"39";"181";"161";"285";"346";"429";"8";"0";"6993";"305";"2285";"18202";"0";"0";"0";"179";"236"
"10457";"Bronx";"ZIP Codes";37;3406;"70496";"32837";"37659";"32";"6288";"6148";"5184";"4176";"4433";"3506";"1801";"957";"344";"5990";"6090";"6333";"5225";"5184";"4149";"2488";"1369";"831";"14296";"26988";"1159";"1164";"82";"22520";"4287";"27985";"13055";"3744";"2388";"4678";"17";"33218";"34899";"31370";"38280";"5031";"929";"9248";"15923";"24364";"5782";"5051";"4293";"3536";"3536";"3536";"3536";"31";"60";"3";"0";"5";"1.45";"4.14";"3.31";"0.65";"0.04";"0.23";"2.47";"1745";"9";"0";"109";"393";"609";"595";"630";"1529";"866";"1770";"1391";"1907";"2613";"932";"7844";"2146";"1508";"4976";"2307";"3052";"1081";"280";"18";"27532";"41";"12553";"2854";"1888";"1332";"1265";"1218";"1337";"1615";"107";"330";"36";"71";"282";"694";"656";"646";"251";"490";"498";"440";"451";"465";"475";"380";"742";"1628";"2239";"4543";"2887";"2266";"233";"51";"20";"10";"27";"0";"10";"0";"0";"23";"35";"15";"5";"10";"46";"19";"32";"0";"20";"68";"371";"372";"194";"24";"11";"5919";"186";"1981";"13645";"79";"0";"0";"91";"165"
"10458";"Bronx";"ZIP Codes";27;3360;"79492";"38432";"41060";"31";"6417";"7171";"7536";"5261";"4867";"3886";"2008";"908";"378";"6281";"6738";"7689";"5973";"5533";"4280";"2464";"1322";"780";"23623";"20629";"1314";"3180";"73";"26010";"4663";"32065";"15200";"3262";"2175";"4815";"14";"35250";"35129";"35416";"41438";"5054";"840";"10103";"17476";"27806";"6867";"5923";"4934";"3920";"3920";"3920";"3920";"32";"56";"6";"2";"4";"1.55";"2.91";"3.09";"0.29";"0.08";"0.15";"2.21";"1510";"0";"0";"50";"317";"524";"419";"786";"2155";"793";"1701";"1768";"2161";"2745";"972";"10168";"1573";"1311";"5866";"2480";"3686";"1010";"311";"70";"27618";"38";"18976";"2407";"2290";"1261";"898";"646";"396";"827";"0";"508";"17";"8";"247";"735";"575";"392";"354";"474";"286";"425";"261";"361";"503";"545";"680";"1779";"2563";"7146";"3211";"2674";"404";"10";"0";"22";"0";"0";"15";"11";"0";"0";"0";"0";"0";"0";"38";"27";"145";"32";"23";"70";"215";"313";"211";"0";"25";"4151";"323";"1493";"18881";"63";"0";"14";"186";"194"
"10459";"Bronx";"ZIP Codes";45;2773;"47308";"22233";"25075";"32";"4146";"4200";"3752";"2722";"2841";"2281";"1341";"669";"281";"3920";"4039";"4157";"3479";"3488";"2644";"1682";"1078";"588";"11017";"16735";"906";"394";"50";"14975";"3231";"18801";"7722";"2571";"1627";"3104";"16";"35038";"34358";"35697";"28419";"5023";"343";"5010";"8205";"16496";"3810";"3306";"3057";"2392";"2392";"2392";"2392";"32";"62";"3";"1";"3";"1.4";"4.19";"3.8";"0.7";"0";"0.32";"2.79";"1033";"0";"7";"86";"307";"404";"373";"453";"1401";"547";"1145";"1061";"1401";"1652";"1261";"4729";"1262";"955";"2959";"1567";"1964";"536";"96";"98";"20157";"43";"5224";"1019";"1268";"1167";"1381";"1604";"1913";"2760";"118";"369";"70";"94";"270";"456";"594";"575";"466";"482";"449";"349";"409";"309";"327";"463";"682";"995";"1172";"2540";"1320";"1272";"156";"10";"5";"30";"0";"6";"4";"0";"33";"9";"14";"0";"22";"32";"71";"96";"17";"47";"99";"90";"389";"411";"124";"31";"23";"4401";"180";"1329";"9262";"0";"0";"0";"68";"142"
"10460";"Bronx";"ZIP Codes";38;3226;"57311";"26496";"30815";"32";"4899";"5161";"4219";"3380";"3504";"2644";"1601";"785";"303";"4695";"5005";"4759";"4408";"4380";"3258";"2226";"1410";"674";"14145";"20860";"985";"836";"58";"17172";"3255";"22058";"10523";"3185";"2244";"4127";"18";"33405";"34786";"31908";"31715";"5580";"291";"7071";"11354";"20706";"5173";"4373";"3808";"2887";"2887";"2887";"2887";"32";"61";"3";"1";"4";"1.5";"3.16";"2.95";"0.65";"0.02";"0.1";"1.99";"1216";"10";"15";"75";"232";"600";"490";"714";"1578";"778";"1146";"1413";"1175";"2112";"1047";"7250";"1637";"975";"3538";"2241";"2645";"549";"99";"6";"21417";"39";"7008";"1820";"2630";"2404";"2570";"1177";"1712";"1473";"8";"367";"110";"173";"403";"873";"601";"405";"400";"437";"590";"343";"618";"346";"508";"546";"481";"1248";"1576";"3455";"2089";"1689";"181";"17";"0";"24";"0";"0";"0";"0";"18";"15";"15";"7";"46";"11";"109";"84";"70";"26";"100";"115";"303";"408";"500";"34";"18";"4769";"166";"1972";"12089";"0";"50";"13";"69";"231"
